id,title,model_number,image_list,key_features_list,features_list,specifications_list,documents_list,product_link,status
432,Projection,Model Number: 5006.056,"[""https://images.baldwinhardware.com/is/image/Baldwin/5006-056-ps-fd-idm-c1?$bal%2DproductDetailLarge$"", ""https://images.baldwinhardware.com/is/image/Baldwin/5006-056-ps-fd-idm-c3?$bal%2DproductDetailLarge$"", ""https://images.baldwinhardware.com/is/image/Baldwin/5006-056-ps-fd-sbs1?$bal%2DproductDetailLarge$"", ""https://images.baldwinhardware.com/is/image/Baldwin/5006-056-ps-fd-idm-c1?$bal-prslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/r048-056-fd-ips-idm-c1?$bal%2Dprslider$""]","[""A smooth, lightly distressed design gives this rose added individuality."", ""Passage roses are sold as either a pair or individual and can be used to create tubular passage or mortise sectional entry sets."", ""Includes either one or two roses, the appropriate backplate and the retainer(s) required to secure the rose to the door. Knobs or levers, latch and adaptors sold separately."", ""This style is featured in Quick Ship as part of a complete Passage, Privacy, Full Dummy or Half Dummy set.""]","[""A smooth, lightly distressed design gives this rose added individuality."", ""Passage roses are sold as either a pair or individual and can be used to create tubular passage or mortise sectional entry sets."", ""Includes either one or two roses, the appropriate backplate and the retainer(s) required to secure the rose to the door. Knobs or levers, latch and adaptors sold separately."", ""This style is featured in Quick Ship as part of a complete Passage, Privacy, Full Dummy or Half Dummy set."", ""This hardware has the subtle simplicity and clean aesthetic that pairs so well with a contemporary home."", ""Dependability, quality, and high design. Baldwin's Quick Ship items are ready to ship to you within 5 business days from ordering."", ""Our Lifetime Satin Nickel finish is create by nickel-plating solid brass, to bring about the beauty of the warm and smooth silver tone, combined with the weight and quality of brass. This satin, matte-like PVD finish is extremely durable and is backed by our Limited Lifetime Finish™ Warranty.""]","[[""Lock Type"", [""Tubular"", ""Mortise""]], [""Style"", ""Contemporary""], [""Lock Function"", ""Passage""], [""Projection"", "".25""]]","[[""Warranty"", ""https://baldwinhardware.blob.core.windows.net/sitefinity-assets/docs/default-source/warranty/baldwin-estate-limited-warranties.pdf?sfvrsn=4cfbe3db_3""]]",https://www.baldwinhardware.com/p/5006-rose-passage?variant=pass-5006-056,Done
454,Lever Handing,Model Number: MP005.056.ACT6,"[""https://images.baldwinhardware.com/is/image/Baldwin/bw_mp005-150-kc5_c1?$bal%2DproductDetailLarge$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_mp005-150-act6-l021_c1?$bal%2DproductDetailLarge$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_mp005-150-act6-l021_c1-alt1?$bal%2DproductDetailLarge$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_mp005-150-kct1_c2?$bal-prslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_mp005-150-kc5_c1?$bal-prslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_mp005-150-act4_c2?$bal-prslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_mp005-150-kct1_c2?$bal-prslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_mp005-150-kc5_c1?$bal-prslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_mp005-150-kc5_c1?$bal%2Dprslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_mp002-056-e_c1?$bal%2Dprslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_mp003-056-e_c1?$bal%2Dprslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_es-1046-056-ex?$bal%2Dprslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_es-0113-056-ex?$bal%2Dprslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/4861-056_c1?$bal%2Dprslider$""]","[""Satin Nickel that is smooth and clean is a nickel-plated brass, bringing the beauty of the finish with the weight of brass. All covered by the Baldwin Limited Lifetime Finish™ Warranty, creating a crisp and clean look for both traditional and contemporary designs.""]","[""Satin Nickel that is smooth and clean is a nickel-plated brass, bringing the beauty of the finish with the weight of brass. All covered by the Baldwin Limited Lifetime Finish™ Warranty, creating a crisp and clean look for both traditional and contemporary designs.""]","[[""Lock Type"", ""Multipoint""], [""Style"", ""Contemporary""], [""Lock Function"", ""Entry""], [""Lever Grip Length"", ""4.5""], [""Center To Center"", ""3.625\"" x 7.25\""""], [""Projection"", ""2.4""], [""Maximum Door Thickness"", ""1.75""], [""Lever Handing"", ""Reversible""]]","[[""Instruction Sheet"", ""https://baldwinhardware.blob.core.windows.net/documents/pk.5911_multipointconfiguration3-5-6.pdf""], [""Warranty"", ""https://baldwinhardware.blob.core.windows.net/sitefinity-assets/docs/default-source/warranty/baldwin-estate-limited-warranties.pdf?sfvrsn=4cfbe3db_3""]]",https://www.baldwinhardware.com/p/santa-monica-entry-multi-point-act6?variant=mp005-act6-056,Done
465,Lever Handing,Model Number: MP004.056.ACT1,"[""https://images.baldwinhardware.com/is/image/Baldwin/bw_mp004-056-e_c1?$bal%2DproductDetailLarge$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_mp004-056-e_c1?$bal-prslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_mp002-056-e_c1?$bal%2Dprslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_mp003-056-e_c1?$bal%2Dprslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_mp003-056-e_c1?$bal%2Dprslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_es-1046-056-ex?$bal%2Dprslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_es-0113-056-ex?$bal%2Dprslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/4861-056_c1?$bal%2Dprslider$""]","[""Satin Nickel that is smooth and clean is a nickel-plated brass, bringing the beauty of the finish with the weight of brass. All covered by the Baldwin Limited Lifetime Finish™ Warranty, creating a crisp and clean look for both traditional and contemporary designs.""]","[""Satin Nickel that is smooth and clean is a nickel-plated brass, bringing the beauty of the finish with the weight of brass. All covered by the Baldwin Limited Lifetime Finish™ Warranty, creating a crisp and clean look for both traditional and contemporary designs.""]","[[""Lock Type"", ""Multipoint""], [""Style"", ""Traditional""], [""Lock Function"", ""Entry""], [""Lever Grip Length"", ""4""], [""Center To Center"", ""3.625\"" x 8.5\""""], [""Projection"", ""2.1""], [""Maximum Door Thickness"", ""1.75""], [""Lever Handing"", ""Reversible""]]","[[""Instruction Sheet"", ""https://baldwinhardware.blob.core.windows.net/documents/pk.5901_multipoint-configuration1-4.pdf""], [""Warranty"", ""https://baldwinhardware.blob.core.windows.net/sitefinity-assets/docs/default-source/warranty/baldwin-estate-limited-warranties.pdf?sfvrsn=4cfbe3db_3""]]",https://www.baldwinhardware.com/p/concord-entry-multi-point-act1?variant=mp004-act1-056,Done
476,Lever Handing,Model Number: MP002.056.ACT2,"[""https://images.baldwinhardware.com/is/image/Baldwin/bw_mp002-056-a_c1?$bal%2DproductDetailLarge$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_mp002-056-e_c1?$bal-prslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_mp002-056-e_c1-alt?$bal-prslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_mp002-056-e_c1?$bal-prslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_mp002-056-a_c1?$bal-prslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_mp002-056-a_c1?$bal-prslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_mp002-056-e_c1?$bal%2Dprslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_mp003-056-e_c1?$bal%2Dprslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_mp003-056-e_c1?$bal%2Dprslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_es-1046-056-ex?$bal%2Dprslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_es-0113-056-ex?$bal%2Dprslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/4861-056_c1?$bal%2Dprslider$""]","[""Satin Nickel that is smooth and clean is a nickel-plated brass, bringing the beauty of the finish with the weight of brass. All covered by the Baldwin Limited Lifetime Finish™ Warranty, creating a crisp and clean look for both traditional and contemporary designs.""]","[""Satin Nickel that is smooth and clean is a nickel-plated brass, bringing the beauty of the finish with the weight of brass. All covered by the Baldwin Limited Lifetime Finish™ Warranty, creating a crisp and clean look for both traditional and contemporary designs.""]","[[""Lock Type"", ""Multipoint""], [""Style"", ""Traditional""], [""Lock Function"", ""Entry""], [""Lever Grip Length"", ""4""], [""Center To Center"", ""4.125\"" x 8.5\""""], [""Projection"", ""2.3""], [""Maximum Door Thickness"", ""1.75""], [""Lever Handing"", ""Reversible""]]","[[""Instruction Sheet"", ""https://baldwinhardware.blob.core.windows.net/documents/pk.5902_multipoint-configuration-2.pdf""], [""Warranty"", ""https://baldwinhardware.blob.core.windows.net/sitefinity-assets/docs/default-source/warranty/baldwin-estate-limited-warranties.pdf?sfvrsn=4cfbe3db_3""]]",https://www.baldwinhardware.com/p/bismark-entry-multi-point-act2?variant=mp002-act2-056,Done
489,Estate Key Blank,Model Number: 8335.152,"[""https://images.baldwinhardware.com/is/image/Baldwin/bw_8335-152_c1?$bal%2DproductDetailLarge$""]","[""Nickel plating is oxidized and then hand relieved and lacquered to embody the look of treasured antiquity.""]","[""Nickel plating is oxidized and then hand relieved and lacquered to embody the look of treasured antiquity.""]","[[""Lock Type"", ""Mortise""], [""Style"", ""Rustic""], [""Lock Function"", ""Entry""], [""Maximum Door Thickness"", ""2.25""], [""Minimum Door Thickness"", ""1.5""]]","[[""Warranty"", ""https://baldwinhardware.blob.core.windows.net/sitefinity-assets/docs/default-source/warranty/baldwin-estate-limited-warranties.pdf?sfvrsn=4cfbe3db_3""]]",https://www.baldwinhardware.com/p/estate-key-blank?variant=key-blank-152,Done
493,Lever Handing,Model Number: 351MDL RH ARB 11P,"[""https://images.baldwinhardware.com/is/image/Baldwin/351mdl rh arb 11p cp-c1?$bal%2DproductDetailLarge$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_pr-lv-mdl-dum-11p-rh-v1?$bal%2DproductDetailLarge$"", ""https://images.baldwinhardware.com/is/image/Baldwin/351mdl rh arb 11p cp-c3?$bal%2DproductDetailLarge$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_pr-lv-mdl-pass-11p-ex?$bal-prslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_pr-lv-mdl-priv-11p-ex?$bal-prslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_8041-112-sbs1?$bal%2Dprslider$""]","[""Right-Handed Lever""]","[""Right-Handed Lever""]","[[""Lock Type"", ""Tubular""], [""Lock Function"", ""Half Dummy""], [""Backset Size"", ""None""], [""Partial Model"", ""351MDL RH ARB 11P""], [""Lever Handing"", ""Right""]]","[[""Warranty"", ""https://baldwinhardware.blob.core.windows.net/sitefinity-assets/docs/default-source/warranty/baldwin-prestige-lifetime-limited-warranties.pdf?sfvrsn=78cdfcb4_3""]]",https://www.baldwinhardware.com/p/madrina-lever-arch-rose-full-dummy?variant=hdm-mdl-11p,Done
511,Knob Rose Shape,Model Number: FD.ROU.TRR.150,"[""https://images.baldwinhardware.com/is/image/Baldwin/fd-rou-trr-044-c1?$bal%2DproductDetailLarge$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_rs-ps-rou-trr-150-ext?$bal-prslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/pv-rou-trr-044-c1?$bal-prslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_5015-260-pass-c1-cr?$bal%2Dprslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/ps-fed-r-trr-044-cr1?$bal%2Dprslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_pr-db-rdb-sc-15-smt-cb?$bal%2Dprslider$""]","[""Round Non-Turning Two-Sided Dummy Door Knob Set with Round Rose is an appealing and well-crafted design, perfect for push and pull interior doors."", ""Matches the look and feel of an active passage, privacy or entry door without the function of a lock or latch within the 2.125\"" standard door preparation."", ""Full Dummy sets include 2 knobs or levers, 2 roses and mounting hardware."", ""Nickel-plated brass creates a crisp and clean look for both traditional and contemporary designs.""]","[""Round Non-Turning Two-Sided Dummy Door Knob Set with Round Rose is an appealing and well-crafted design, perfect for push and pull interior doors."", ""Matches the look and feel of an active passage, privacy or entry door without the function of a lock or latch within the 2.125\"" standard door preparation."", ""Full Dummy sets include 2 knobs or levers, 2 roses and mounting hardware."", ""Nickel-plated brass creates a crisp and clean look for both traditional and contemporary designs."", ""Familiar and comforting, this item in its traditional style is timeless and classic.""]","[[""Lock Type"", ""Tubular""], [""Style"", ""Traditional""], [""Lock Function"", ""Full Dummy""], [""Knob Diameter"", ""2.187""], [""Projection"", ""2.219""], [""Maximum Door Thickness"", ""1.75""], [""Minimum Door Thickness"", ""1.375""], [""Partial Model"", ""FD.ROU.TRR.150""], [""Knob Rose Shape"", ""Round""]]","[[""Full Dummy Knob or Lever Instructions"", ""https://baldwinhardware.blob.core.windows.net/documents/5047064-br-full-dummy-knob-and-lever.pdf""], [""Drilling Instructions - Full Dummy Knob or Lever"", ""https://baldwinhardware.blob.core.windows.net/documents/5048348-br-drill-fulldummy-knoblever.pdf""], [""Warranty"", ""https://baldwinhardware.blob.core.windows.net/sitefinity-assets/docs/default-source/warranty/baldwin-reserve-limited-warranties.pdf?sfvrsn=7bdfaa42_3""]]",https://www.baldwinhardware.com/p/round-knob-traditional-round-rose-full-dummy?variant=fd-rouxtrr-150,Done
520,Projection,Model Number: R049.056.FD,"[""https://images.baldwinhardware.com/is/image/Baldwin/r049-056-fd-ips-idm-c1?$bal%2DproductDetailLarge$"", ""https://images.baldwinhardware.com/is/image/Baldwin/r049-056-fd-ips-idm-c3?$bal%2DproductDetailLarge$"", ""https://images.baldwinhardware.com/is/image/Baldwin/r049-056-fd-ips-idm-c1?$bal-prslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/r049-056-pv-ipv-c1?$bal-prslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/5058-056-ps-fd-idm-c1?$bal%2Dprslider$""]","[""Inspired by the clean modernism of the Hollywood Hills, this statement making piece leaves a lasting impression."", ""Dummy roses are sold as a pair or individual and are used to create tubular full or half dummy sets."", ""Includes two roses, the appropriate backplate and the retainer(s) required to secure the rose to the door. Knobs or levers sold separately."", ""Please note that this rose will not cover the 2.125\"" standard door preparation""]","[""Inspired by the clean modernism of the Hollywood Hills, this statement making piece leaves a lasting impression."", ""Dummy roses are sold as a pair or individual and are used to create tubular full or half dummy sets."", ""Includes two roses, the appropriate backplate and the retainer(s) required to secure the rose to the door. Knobs or levers sold separately."", ""Please note that this rose will not cover the 2.125\"" standard door preparation"", ""Perfectly blending a mix of traditional and modern creates a cohesive transitional style, embodied within the design of this item."", ""Dependability, quality, and high design. Baldwin's Quick Ship items are ready to ship to you within 5 business days from ordering."", ""Our Lifetime Satin Nickel finish is create by nickel-plating solid brass, to bring about the beauty of the warm and smooth silver tone, combined with the weight and quality of brass. This satin, matte-like PVD finish is extremely durable and is backed by our Limited Lifetime Finish™ Warranty.""]","[[""Lock Type"", [""Tubular"", ""Mortise""]], [""Style"", ""Transitional""], [""Lock Function"", ""Full Dummy""], [""Projection"", "".25""]]","[[""Warranty"", ""https://baldwinhardware.blob.core.windows.net/sitefinity-assets/docs/default-source/warranty/baldwin-estate-limited-warranties.pdf?sfvrsn=4cfbe3db_3""]]",https://www.baldwinhardware.com/p/r049-hollywood-hills-rose-dummy?variant=fd-r049-056,Done
529,Projection,Model Number: R026.056.FD,"[""https://images.baldwinhardware.com/is/image/Baldwin/r026-056-ps-fd-ips-idm-c1?$bal%2DproductDetailLarge$"", ""https://images.baldwinhardware.com/is/image/Baldwin/r026-056-ps-fd-ips-idm-c3?$bal%2DproductDetailLarge$"", ""https://images.baldwinhardware.com/is/image/Baldwin/r026-056-ps-fd-ips-idm-c1?$bal-prslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/r026-056-pv-ipv-c1?$bal-prslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_es-5485v-056-fd-ex?$bal%2Dprslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/5006-056-ps-fd-idm-c1?$bal%2Dprslider$""]","[""Soft curves make this rose a solid choice for those who appreciate contemporary style."", ""Dummy roses are sold as a pair or individual and are used to create tubular full or half dummy sets."", ""Includes two roses, the appropriate backplate and the retainer(s) required to secure the rose to the door. Knobs or levers sold separately."", ""This style is featured in Quick Ship as part of a complete Passage, Privacy, Full Dummy or Half Dummy set.""]","[""Soft curves make this rose a solid choice for those who appreciate contemporary style."", ""Dummy roses are sold as a pair or individual and are used to create tubular full or half dummy sets."", ""Includes two roses, the appropriate backplate and the retainer(s) required to secure the rose to the door. Knobs or levers sold separately."", ""This style is featured in Quick Ship as part of a complete Passage, Privacy, Full Dummy or Half Dummy set."", ""This hardware has the subtle simplicity and clean aesthetic that pairs so well with a contemporary home."", ""Dependability, quality, and high design. Baldwin's Quick Ship items are ready to ship to you within 5 business days from ordering."", ""Our Lifetime Satin Nickel finish is create by nickel-plating solid brass, to bring about the beauty of the warm and smooth silver tone, combined with the weight and quality of brass. This satin, matte-like PVD finish is extremely durable and is backed by our Limited Lifetime Finish™ Warranty.""]","[[""Lock Type"", [""Tubular"", ""Mortise""]], [""Style"", ""Contemporary""], [""Lock Function"", ""Full Dummy""], [""Projection"", "".25""]]","[[""Warranty"", ""https://baldwinhardware.blob.core.windows.net/sitefinity-assets/docs/default-source/warranty/baldwin-estate-limited-warranties.pdf?sfvrsn=4cfbe3db_3""]]",https://www.baldwinhardware.com/p/r026-soho-rose-dummy?variant=fd-r026-056,Done
541,Lever Rose Shape,Model Number: L015.056.FD,"[""https://images.baldwinhardware.com/is/image/Baldwin/bw_es-l015-056-fd-ex?$bal%2DproductDetailLarge$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_es-l015-056-fd-ex2?$bal%2DproductDetailLarge$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_es-l015-056-fd-int?$bal%2DproductDetailLarge$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_es-l015-056-pass-ex?$bal-prslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_es-l015-056-priv-ex?$bal-prslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/r016-056-fd-ips-idm-c1?$bal%2Dprslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/l015-056-mr-rmr-lmr-c1?$bal%2Dprslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_hd-tub-r-crr-260_c1?$bal%2Dprslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_es-5162-056-fd-ex?$bal%2Dprslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_8237-056-sbs1?$bal%2Dprslider$""]","[""Matches the look and feel of an active passage, privacy or entry door without the function of a lock or latch within the 2.125\"" standard door preparation."", ""Full Dummy sets include 2 knobs or levers, 2 roses and mounting hardware."", ""Dependability, quality, and high design. Baldwin's Quick Ship items are ready to ship to you within 5 business days from ordering."", ""This hardware has the subtle simplicity and clean aesthetic that pairs so well with a contemporary home.""]","[""Matches the look and feel of an active passage, privacy or entry door without the function of a lock or latch within the 2.125\"" standard door preparation."", ""Full Dummy sets include 2 knobs or levers, 2 roses and mounting hardware."", ""Dependability, quality, and high design. Baldwin's Quick Ship items are ready to ship to you within 5 business days from ordering."", ""This hardware has the subtle simplicity and clean aesthetic that pairs so well with a contemporary home."", ""Our Lifetime Satin Nickel finish is create by nickel-plating solid brass, to bring about the beauty of the warm and smooth silver tone, combined with the weight and quality of brass. This satin, matte-like PVD finish is extremely durable and is backed by our Limited Lifetime Finish™ Warranty.""]","[[""Lock Type"", ""Tubular""], [""Style"", ""Contemporary""], [""Lock Function"", ""Full Dummy""], [""Lever Grip Length"", ""4.375""], [""Projection"", ""2.41""], [""Maximum Door Thickness"", ""1.75""], [""Minimum Door Thickness"", ""1.375""], [""Lever Handing"", ""Reversible""], [""Lever Rose Shape"", ""Round""]]","[[""Warranty"", ""https://baldwinhardware.blob.core.windows.net/sitefinity-assets/docs/default-source/warranty/baldwin-estate-limited-warranties.pdf?sfvrsn=4cfbe3db_3""]]",https://www.baldwinhardware.com/p/l015-lever-with-r016-rose-full-dummy?variant=fd-l015xr016-056,Done
550,Knob Rose Shape,Model Number: FD.ELL.TRR.150,"[""https://images.baldwinhardware.com/is/image/Baldwin/bw_ell-003_c1?$bal%2DproductDetailLarge$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_rs-ps-ell-trr-150-ext?$bal-prslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_pv-ell-trr-260_c1?$bal-prslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_5015-260-pass-c1-cr?$bal%2Dprslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/ps-fed-r-trr-044-cr1?$bal%2Dprslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_pr-db-rdb-sc-15-smt-cb?$bal%2Dprslider$""]","[""Ellipse Reserve Knob, with Traditional Round Rose is a long established and popular design, a perfect fit for any home interior."", ""Matches the look and feel of an active passage, privacy or entry door without the function of a lock or latch within the 2.125\"" standard door preparation."", ""Full Dummy sets include 2 knobs or levers, 2 roses and mounting hardware."", ""Nickel-plated brass creates a crisp and clean look for both traditional and contemporary designs.""]","[""Ellipse Reserve Knob, with Traditional Round Rose is a long established and popular design, a perfect fit for any home interior."", ""Matches the look and feel of an active passage, privacy or entry door without the function of a lock or latch within the 2.125\"" standard door preparation."", ""Full Dummy sets include 2 knobs or levers, 2 roses and mounting hardware."", ""Nickel-plated brass creates a crisp and clean look for both traditional and contemporary designs."", ""Familiar and comforting, this item in its traditional style is timeless and classic.""]","[[""Lock Type"", ""Tubular""], [""Style"", ""Traditional""], [""Lock Function"", ""Full Dummy""], [""Knob Diameter"", ""2.437""], [""Projection"", ""2.344""], [""Maximum Door Thickness"", ""1.75""], [""Minimum Door Thickness"", ""1.375""], [""Partial Model"", ""FD.ELL.TRR.150""], [""Knob Rose Shape"", ""Round""]]","[[""Full Dummy Knob or Lever Instructions"", ""https://baldwinhardware.blob.core.windows.net/documents/5047064-br-full-dummy-knob-and-lever.pdf""], [""Drilling Instructions - Full Dummy Knob or Lever"", ""https://baldwinhardware.blob.core.windows.net/documents/5048348-br-drill-fulldummy-knoblever.pdf""], [""Warranty"", ""https://baldwinhardware.blob.core.windows.net/sitefinity-assets/docs/default-source/warranty/baldwin-reserve-limited-warranties.pdf?sfvrsn=7bdfaa42_3""]]",https://www.baldwinhardware.com/p/ellipse-knob-traditional-round-rose-full-dummy?variant=fd-ellxtrr-150,Done
609,Projection,Model Number: 5058.056.FD,"[""https://images.baldwinhardware.com/is/image/Baldwin/5058-056-ps-fd-idm-c1?$bal%2DproductDetailLarge$"", ""https://images.baldwinhardware.com/is/image/Baldwin/5058-056-ps-fd-idm-c3?$bal%2DproductDetailLarge$"", ""https://images.baldwinhardware.com/is/image/Baldwin/5058-056-ps-fd-sbs1?$bal%2DproductDetailLarge$"", ""https://images.baldwinhardware.com/is/image/Baldwin/5058-056-ps-fd-idm-c1?$bal-prslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_es-5011-056-fd-ex?$bal%2Dprslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/5028-056-ps-fd-idm-c1?$bal%2Dprslider$""]","[""Soft corners give this unique shape a sophisticated flair."", ""Dummy roses are sold as a pair or individual and are used to create tubular full or half dummy sets."", ""Includes two roses, the appropriate backplate and the retainer(s) required to secure the rose to the door. Knobs or levers sold separately."", ""This style is featured in Quick Ship as part of a complete Passage, Privacy, Full Dummy or Half Dummy set.""]","[""Soft corners give this unique shape a sophisticated flair."", ""Dummy roses are sold as a pair or individual and are used to create tubular full or half dummy sets."", ""Includes two roses, the appropriate backplate and the retainer(s) required to secure the rose to the door. Knobs or levers sold separately."", ""This style is featured in Quick Ship as part of a complete Passage, Privacy, Full Dummy or Half Dummy set."", ""Perfectly blending a mix of traditional and modern creates a cohesive transitional style, embodied within the design of this item."", ""Dependability, quality, and high design. Baldwin's Quick Ship items are ready to ship to you within 5 business days from ordering."", ""Our Lifetime Satin Nickel finish is create by nickel-plating solid brass, to bring about the beauty of the warm and smooth silver tone, combined with the weight and quality of brass. This satin, matte-like PVD finish is extremely durable and is backed by our Limited Lifetime Finish™ Warranty.""]","[[""Lock Type"", [""Tubular"", ""Mortise""]], [""Style"", ""Transitional""], [""Lock Function"", ""Full Dummy""], [""Projection"", "".25""]]","[[""Warranty"", ""https://baldwinhardware.blob.core.windows.net/sitefinity-assets/docs/default-source/warranty/baldwin-estate-limited-warranties.pdf?sfvrsn=4cfbe3db_3""]]",https://www.baldwinhardware.com/p/5058-rose-dummy?variant=fd-5058-056,Done
566,Lever Rose Shape,Model Number: 5485V.056.FD,"[""https://images.baldwinhardware.com/is/image/Baldwin/bw_es-5485v-056-fd-ex?$bal%2DproductDetailLarge$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_es-5485v-056-fd-ex2?$bal%2DproductDetailLarge$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_es-5485v-056-fd-int?$bal%2DproductDetailLarge$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_es-5485v-056-pass-ex?$bal-prslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_es-5485v-056-priv-ex?$bal-prslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/r026-056-ps-fd-ips-idm-c1?$bal%2Dprslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/5485v-056-mr-rmr-lmr-c1?$bal%2Dprslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_hd-tub-r-crr-260_c1?$bal%2Dprslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_es-5162-056-fd-ex?$bal%2Dprslider$"", ""https://images.baldwinhardware.com/is/image/Baldwin/bw_8237-056-sbs1?$bal%2Dprslider$""]","[""For use on interior doors that require only a push/pull function"", ""Matches the look and feel of an active passage, privacy or entry door without the function of a lock or latch within the 2.125\"" standard door preparation."", ""Full Dummy sets include 2 knobs or levers, 2 roses and mounting hardware."", ""Fits door thickness of 1-3/8\"" to 1-3/4\""""]","[""For use on interior doors that require only a push/pull function"", ""Matches the look and feel of an active passage, privacy or entry door without the function of a lock or latch within the 2.125\"" standard door preparation."", ""Full Dummy sets include 2 knobs or levers, 2 roses and mounting hardware."", ""Fits door thickness of 1-3/8\"" to 1-3/4\"""", ""Designed for easy installation with a single set screw design"", ""Dependability, quality, and high design. Baldwin's Quick Ship items are ready to ship to you within 5 business days from ordering."", ""This hardware has the subtle simplicity and clean aesthetic that pairs so well with a contemporary home.""]","[[""Lock Type"", ""Tubular""], [""Style"", ""Contemporary""], [""Lock Function"", ""Full Dummy""], [""Lever Grip Length"", ""4.367""], [""Projection"", ""2.135""], [""Maximum Door Thickness"", ""1.75""], [""Minimum Door Thickness"", ""1.375""], [""Lever Handing"", ""Reversible""], [""Lever Rose Shape"", ""Square""]]","[[""Installation Guide"", ""https://baldwinhardware.blob.core.windows.net/documents/bhc_ig_pk.2717_int-ltch.pdf""], [""Warranty"", ""https://baldwinhardware.blob.core.windows.net/sitefinity-assets/docs/default-source/warranty/baldwin-estate-limited-warranties.pdf?sfvrsn=4cfbe3db_3""]]",https://www.baldwinhardware.com/p/5485v-lever-r026-rose-full-dummy?variant=fd-5485vxr026-056,Done
